id,state_id/id,name
base.county_us_655,base.state_us_44,Cooke
base.county_us_656,base.state_us_38,Cooper
base.county_us_657,base.state_us_24,Coos
base.county_us_658,base.state_us_32,Coos
base.county_us_659,base.state_us_1,Coosa
base.county_us_660,base.state_us_37,Copiah
base.county_us_661,base.state_us_39,Corozal Municipio
base.county_us_662,base.state_us_42,Corson
base.county_us_663,base.state_us_27,Cortland
base.county_us_664,base.state_us_44,Coryell
base.county_us_665,base.state_us_30,Coshocton
base.county_us_666,base.state_us_6,Costilla
base.county_us_667,base.state_us_44,Cottle
base.county_us_668,base.state_us_31,Cotton
base.county_us_669,base.state_us_36,Cottonwood
base.county_us_670,base.state_us_1,Covington
base.county_us_671,base.state_us_37,Covington
base.county_us_672,base.state_us_47,Covington City
base.county_us_673,base.state_us_11,Coweta
base.county_us_674,base.state_us_17,Cowley
base.county_us_675,base.state_us_48,Cowlitz
base.county_us_676,base.state_us_31,Craig
base.county_us_677,base.state_us_47,Craig
base.county_us_678,base.state_us_4,Craighead
base.county_us_679,base.state_us_44,Crane
base.county_us_680,base.state_us_28,Craven
base.county_us_681,base.state_us_11,Crawford
base.county_us_682,base.state_us_14,Crawford
base.county_us_683,base.state_us_15,Crawford
base.county_us_684,base.state_us_16,Crawford
base.county_us_685,base.state_us_17,Crawford
base.county_us_686,base.state_us_30,Crawford
base.county_us_687,base.state_us_35,Crawford
base.county_us_688,base.state_us_38,Crawford
base.county_us_689,base.state_us_39,Crawford
base.county_us_690,base.state_us_4,Crawford
base.county_us_691,base.state_us_50,Crawford
base.county_us_692,base.state_us_31,Creek
base.county_us_693,base.state_us_1,Crenshaw
base.county_us_694,base.state_us_11,Crisp
base.county_us_695,base.state_us_18,Crittenden
base.county_us_696,base.state_us_4,Crittenden
base.county_us_697,base.state_us_43,Crockett
base.county_us_698,base.state_us_44,Crockett
base.county_us_699,base.state_us_32,Crook
base.county_us_700,base.state_us_51,Crook
base.county_us_701,base.state_us_44,Crosby
base.county_us_702,base.state_us_4,Cross
base.county_us_703,base.state_us_36,Crow Wing
base.county_us_704,base.state_us_6,Crowley
base.county_us_705,base.state_us_44,Culberson
base.county_us_706,base.state_us_39,Culebra Municipio
base.county_us_707,base.state_us_1,Cullman
base.county_us_708,base.state_us_47,Culpeper
base.county_us_709,base.state_us_14,Cumberland
base.county_us_710,base.state_us_18,Cumberland
base.county_us_711,base.state_us_20,Cumberland
base.county_us_712,base.state_us_25,Cumberland
base.county_us_713,base.state_us_28,Cumberland
base.county_us_714,base.state_us_39,Cumberland
base.county_us_715,base.state_us_43,Cumberland
base.county_us_716,base.state_us_47,Cumberland
base.county_us_717,base.state_us_22,Cuming
base.county_us_718,base.state_us_28,Currituck
base.county_us_719,base.state_us_26,Curry
base.county_us_720,base.state_us_32,Curry
base.county_us_721,base.state_us_13,Custer
base.county_us_722,base.state_us_21,Custer
base.county_us_723,base.state_us_22,Custer
base.county_us_724,base.state_us_31,Custer
base.county_us_725,base.state_us_42,Custer
base.county_us_726,base.state_us_6,Custer
base.county_us_727,base.state_us_30,Cuyahoga
base.county_us_728,base.state_us_11,Dade
base.county_us_729,base.state_us_38,Dade
base.county_us_730,base.state_us_45,Daggett
base.county_us_731,base.state_us_22,Dakota
base.county_us_732,base.state_us_36,Dakota
base.county_us_733,base.state_us_1,Dale
base.county_us_734,base.state_us_44,Dallam
base.county_us_735,base.state_us_1,Dallas
base.county_us_736,base.state_us_16,Dallas
base.county_us_737,base.state_us_38,Dallas
base.county_us_738,base.state_us_4,Dallas
base.county_us_739,base.state_us_44,Dallas
base.county_us_740,base.state_us_50,Dane
base.county_us_741,base.state_us_21,Daniels
base.county_us_742,base.state_us_47,Danville City
base.county_us_743,base.state_us_28,Dare
base.county_us_744,base.state_us_30,Darke
base.county_us_745,base.state_us_41,Darlington
base.county_us_746,base.state_us_39,Dauphin
base.county_us_747,base.state_us_28,Davidson
base.county_us_748,base.state_us_43,Davidson
base.county_us_749,base.state_us_28,Davie
base.county_us_750,base.state_us_15,Daviess
base.county_us_751,base.state_us_18,Daviess
base.county_us_752,base.state_us_38,Daviess
base.county_us_753,base.state_us_16,Davis
base.county_us_754,base.state_us_45,Davis
base.county_us_755,base.state_us_42,Davison
base.county_us_756,base.state_us_22,Dawes
base.county_us_757,base.state_us_11,Dawson
base.county_us_758,base.state_us_21,Dawson
base.county_us_759,base.state_us_22,Dawson
base.county_us_760,base.state_us_44,Dawson
base.county_us_761,base.state_us_42,Day
base.county_us_762,base.state_us_26,De Baca
base.county_us_763,base.state_us_19,De Soto Parish
base.county_us_764,base.state_us_14,De Witt
base.county_us_765,base.state_us_44,Deaf Smith
base.county_us_766,base.state_us_15,Dearborn
base.county_us_767,base.state_us_11,Decatur
base.county_us_768,base.state_us_15,Decatur
base.county_us_769,base.state_us_16,Decatur
base.county_us_770,base.state_us_17,Decatur
base.county_us_771,base.state_us_43,Decatur
base.county_us_772,base.state_us_21,Deer Lodge
base.county_us_773,base.state_us_30,Defiance
base.county_us_774,base.state_us_1,DeKalb
base.county_us_775,base.state_us_11,DeKalb
base.county_us_776,base.state_us_14,DeKalb
base.county_us_777,base.state_us_15,DeKalb
base.county_us_778,base.state_us_38,DeKalb
base.county_us_779,base.state_us_43,DeKalb
base.county_us_780,base.state_us_5,Del Norte
base.county_us_781,base.state_us_15,Delaware
base.county_us_782,base.state_us_16,Delaware
base.county_us_783,base.state_us_27,Delaware
base.county_us_784,base.state_us_30,Delaware
base.county_us_785,base.state_us_31,Delaware
base.county_us_786,base.state_us_39,Delaware
base.county_us_787,base.state_us_35,Delta
base.county_us_788,base.state_us_44,Delta
base.county_us_789,base.state_us_6,Delta
base.county_us_790,base.state_us_2,Denali Borough
base.county_us_791,base.state_us_38,Dent
base.county_us_792,base.state_us_44,Denton
base.county_us_793,base.state_us_6,Denver
base.county_us_794,base.state_us_16,Des Moines
base.county_us_795,base.state_us_32,Deschutes
base.county_us_796,base.state_us_4,Desha
base.county_us_797,base.state_us_10,DeSoto
base.county_us_798,base.state_us_37,DeSoto
base.county_us_799,base.state_us_22,Deuel
base.county_us_800,base.state_us_42,Deuel
base.county_us_801,base.state_us_31,Dewey
base.county_us_802,base.state_us_42,Dewey
base.county_us_803,base.state_us_44,DeWitt
base.county_us_804,base.state_us_44,Dickens
base.county_us_805,base.state_us_47,Dickenson
base.county_us_806,base.state_us_29,Dickey
base.county_us_807,base.state_us_16,Dickinson
base.county_us_808,base.state_us_17,Dickinson
base.county_us_809,base.state_us_35,Dickinson
base.county_us_810,base.state_us_43,Dickson
base.county_us_811,base.state_us_2,Dillingham
base.county_us_812,base.state_us_41,Dillon
base.county_us_813,base.state_us_44,Dimmit
base.county_us_814,base.state_us_47,Dinwiddie
base.county_us_815,base.state_us_9,District of Columbia
base.county_us_816,base.state_us_29,Divide
base.county_us_817,base.state_us_10,Dixie
base.county_us_818,base.state_us_22,Dixon
base.county_us_819,base.state_us_49,Doddridge
base.county_us_820,base.state_us_11,Dodge
base.county_us_821,base.state_us_22,Dodge
base.county_us_822,base.state_us_36,Dodge
base.county_us_823,base.state_us_50,Dodge
base.county_us_824,base.state_us_6,Dolores
base.county_us_825,base.state_us_26,Doña Ana
base.county_us_826,base.state_us_17,Doniphan
base.county_us_827,base.state_us_44,Donley
base.county_us_828,base.state_us_11,Dooly
base.county_us_829,base.state_us_50,Door
base.county_us_830,base.state_us_39,Dorado Municipio
base.county_us_831,base.state_us_33,Dorchester
base.county_us_832,base.state_us_41,Dorchester
base.county_us_833,base.state_us_11,Dougherty
base.county_us_834,base.state_us_11,Douglas
base.county_us_835,base.state_us_14,Douglas
base.county_us_836,base.state_us_17,Douglas
base.county_us_837,base.state_us_22,Douglas
base.county_us_838,base.state_us_23,Douglas
base.county_us_839,base.state_us_32,Douglas
base.county_us_840,base.state_us_36,Douglas
base.county_us_841,base.state_us_38,Douglas
base.county_us_842,base.state_us_42,Douglas
base.county_us_843,base.state_us_48,Douglas
base.county_us_844,base.state_us_50,Douglas
base.county_us_845,base.state_us_6,Douglas
base.county_us_846,base.state_us_4,Drew
base.county_us_847,base.state_us_15,Dubois
base.county_us_848,base.state_us_16,Dubuque
base.county_us_849,base.state_us_45,Duchesne
base.county_us_850,base.state_us_34,Dukes
base.county_us_851,base.state_us_22,Dundy
base.county_us_852,base.state_us_38,Dunklin
base.county_us_853,base.state_us_29,Dunn
base.county_us_854,base.state_us_50,Dunn
base.county_us_855,base.state_us_14,DuPage
base.county_us_856,base.state_us_28,Duplin
base.county_us_857,base.state_us_28,Durham
base.county_us_858,base.state_us_27,Dutchess
base.county_us_859,base.state_us_10,Duval
base.county_us_860,base.state_us_44,Duval
base.county_us_861,base.state_us_43,Dyer
base.county_us_862,base.state_us_6,Eagle
base.county_us_863,base.state_us_11,Early
base.county_us_864,base.state_us_19,East Baton Rouge Parish
base.county_us_865,base.state_us_19,East Carroll Parish
base.county_us_866,base.state_us_19,East Feliciana Parish
base.county_us_867,base.state_us_44,Eastland
base.county_us_868,base.state_us_35,Eaton
base.county_us_869,base.state_us_50,Eau Claire
base.county_us_870,base.state_us_11,Echols
base.county_us_871,base.state_us_44,Ector
base.county_us_872,base.state_us_26,Eddy
base.county_us_873,base.state_us_29,Eddy
base.county_us_874,base.state_us_14,Edgar
base.county_us_875,base.state_us_28,Edgecombe
base.county_us_876,base.state_us_41,Edgefield
base.county_us_877,base.state_us_18,Edmonson
base.county_us_878,base.state_us_42,Edmunds
base.county_us_879,base.state_us_14,Edwards
base.county_us_880,base.state_us_17,Edwards
base.county_us_881,base.state_us_44,Edwards
base.county_us_882,base.state_us_11,Effingham
base.county_us_883,base.state_us_14,Effingham
base.county_us_884,base.state_us_5,El Dorado
base.county_us_885,base.state_us_44,El Paso
base.county_us_886,base.state_us_6,El Paso
base.county_us_887,base.state_us_11,Elbert
base.county_us_888,base.state_us_6,Elbert
base.county_us_889,base.state_us_17,Elk
base.county_us_890,base.state_us_39,Elk
base.county_us_891,base.state_us_15,Elkhart
base.county_us_892,base.state_us_23,Elko
base.county_us_893,base.state_us_18,Elliott
base.county_us_894,base.state_us_17,Ellis
base.county_us_895,base.state_us_31,Ellis
base.county_us_896,base.state_us_44,Ellis
base.county_us_897,base.state_us_17,Ellsworth
base.county_us_898,base.state_us_1,Elmore
base.county_us_899,base.state_us_13,Elmore
base.county_us_900,base.state_us_11,Emanuel
base.county_us_901,base.state_us_45,Emery
base.county_us_902,base.state_us_16,Emmet
base.county_us_903,base.state_us_35,Emmet
base.county_us_904,base.state_us_29,Emmons
base.county_us_905,base.state_us_47,Emporia City
base.county_us_906,base.state_us_44,Erath
base.county_us_907,base.state_us_27,Erie
base.county_us_908,base.state_us_30,Erie
base.county_us_909,base.state_us_39,Erie
base.county_us_910,base.state_us_1,Escambia
base.county_us_911,base.state_us_10,Escambia
base.county_us_912,base.state_us_23,Esmeralda
base.county_us_913,base.state_us_25,Essex
base.county_us_914,base.state_us_27,Essex
base.county_us_915,base.state_us_34,Essex
base.county_us_916,base.state_us_46,Essex
base.county_us_917,base.state_us_47,Essex
base.county_us_918,base.state_us_18,Estill
base.county_us_919,base.state_us_1,Etowah
base.county_us_920,base.state_us_23,Eureka
base.county_us_921,base.state_us_19,Evangeline Parish
base.county_us_922,base.state_us_11,Evans
base.county_us_923,base.state_us_2,Fairbanks North Star Borough
base.county_us_924,base.state_us_47,Fairfax
base.county_us_925,base.state_us_47,Fairfax City
base.county_us_926,base.state_us_30,Fairfield
base.county_us_927,base.state_us_41,Fairfield
base.county_us_928,base.state_us_7,Fairfield
base.county_us_929,base.state_us_39,Fajardo Municipio
base.county_us_930,base.state_us_42,Fall River
base.county_us_931,base.state_us_21,Fallon
base.county_us_932,base.state_us_44,Falls
base.county_us_933,base.state_us_47,Falls Church City
base.county_us_934,base.state_us_11,Fannin
base.county_us_935,base.state_us_44,Fannin
base.county_us_936,base.state_us_36,Faribault
base.county_us_937,base.state_us_42,Faulk
base.county_us_938,base.state_us_4,Faulkner
base.county_us_939,base.state_us_47,Fauquier
base.county_us_940,base.state_us_1,Fayette
base.county_us_941,base.state_us_11,Fayette
base.county_us_942,base.state_us_14,Fayette
base.county_us_943,base.state_us_15,Fayette
base.county_us_944,base.state_us_16,Fayette
base.county_us_945,base.state_us_18,Fayette
base.county_us_946,base.state_us_30,Fayette
base.county_us_947,base.state_us_39,Fayette
base.county_us_948,base.state_us_43,Fayette
base.county_us_949,base.state_us_44,Fayette
base.county_us_950,base.state_us_49,Fayette
base.county_us_951,base.state_us_43,Fentress
base.county_us_952,base.state_us_21,Fergus
base.county_us_953,base.state_us_48,Ferry
base.county_us_954,base.state_us_22,Fillmore
base.county_us_955,base.state_us_36,Fillmore
base.county_us_956,base.state_us_17,Finney
base.county_us_957,base.state_us_44,Fisher
base.county_us_958,base.state_us_10,Flagler
base.county_us_959,base.state_us_21,Flathead
base.county_us_960,base.state_us_18,Fleming
base.county_us_961,base.state_us_41,Florence
base.county_us_962,base.state_us_50,Florence
base.county_us_963,base.state_us_39,Florida Municipio
base.county_us_964,base.state_us_11,Floyd
base.county_us_965,base.state_us_15,Floyd
base.county_us_966,base.state_us_16,Floyd
base.county_us_967,base.state_us_18,Floyd
base.county_us_968,base.state_us_44,Floyd
base.county_us_969,base.state_us_47,Floyd
base.county_us_970,base.state_us_47,Fluvanna
base.county_us_971,base.state_us_44,Foard
base.county_us_972,base.state_us_50,Fond du Lac
base.county_us_973,base.state_us_14,Ford
base.county_us_974,base.state_us_17,Ford
base.county_us_975,base.state_us_39,Forest
base.county_us_976,base.state_us_50,Forest
base.county_us_977,base.state_us_37,Forrest
base.county_us_978,base.state_us_11,Forsyth
base.county_us_979,base.state_us_28,Forsyth
base.county_us_980,base.state_us_44,Fort Bend
base.county_us_981,base.state_us_29,Foster
base.county_us_982,base.state_us_15,Fountain
base.county_us_983,base.state_us_1,Franklin
base.county_us_984,base.state_us_10,Franklin
base.county_us_985,base.state_us_11,Franklin
base.county_us_986,base.state_us_13,Franklin
base.county_us_987,base.state_us_14,Franklin
base.county_us_988,base.state_us_15,Franklin
base.county_us_989,base.state_us_16,Franklin
base.county_us_990,base.state_us_17,Franklin
base.county_us_991,base.state_us_18,Franklin
base.county_us_992,base.state_us_20,Franklin
base.county_us_993,base.state_us_22,Franklin
base.county_us_994,base.state_us_27,Franklin
base.county_us_995,base.state_us_28,Franklin
base.county_us_996,base.state_us_30,Franklin
base.county_us_997,base.state_us_34,Franklin
base.county_us_998,base.state_us_37,Franklin
base.county_us_999,base.state_us_38,Franklin
base.county_us_1000,base.state_us_39,Franklin
base.county_us_1001,base.state_us_4,Franklin
base.county_us_1002,base.state_us_43,Franklin
base.county_us_1003,base.state_us_44,Franklin
base.county_us_1004,base.state_us_46,Franklin
base.county_us_1005,base.state_us_47,Franklin
base.county_us_1006,base.state_us_48,Franklin
base.county_us_1007,base.state_us_47,Franklin City
base.county_us_1008,base.state_us_19,Franklin Parish
base.county_us_1009,base.state_us_33,Frederick
base.county_us_1010,base.state_us_47,Frederick
base.county_us_1011,base.state_us_47,Fredericksburg City
base.county_us_1012,base.state_us_36,Freeborn
base.county_us_1013,base.state_us_44,Freestone
base.county_us_1014,base.state_us_13,Fremont
base.county_us_1015,base.state_us_16,Fremont
base.county_us_1016,base.state_us_51,Fremont
base.county_us_1017,base.state_us_6,Fremont
base.county_us_1018,base.state_us_5,Fresno
base.county_us_1019,base.state_us_44,Frio
base.county_us_1020,base.state_us_22,Frontier
base.county_us_1021,base.state_us_11,Fulton
base.county_us_1022,base.state_us_14,Fulton
base.county_us_1023,base.state_us_15,Fulton
base.county_us_1024,base.state_us_18,Fulton
base.county_us_1025,base.state_us_27,Fulton
base.county_us_1026,base.state_us_30,Fulton
base.county_us_1027,base.state_us_39,Fulton
base.county_us_1028,base.state_us_4,Fulton
base.county_us_1029,base.state_us_22,Furnas
base.county_us_1030,base.state_us_10,Gadsden
base.county_us_1031,base.state_us_22,Gage
base.county_us_1032,base.state_us_44,Gaines
base.county_us_1033,base.state_us_47,Galax City
base.county_us_1034,base.state_us_14,Gallatin
base.county_us_1035,base.state_us_18,Gallatin
base.county_us_1036,base.state_us_21,Gallatin
base.county_us_1037,base.state_us_30,Gallia
base.county_us_1038,base.state_us_44,Galveston
base.county_us_1039,base.state_us_22,Garden
base.county_us_1040,base.state_us_21,Garfield
base.county_us_1041,base.state_us_22,Garfield
base.county_us_1042,base.state_us_31,Garfield
base.county_us_1043,base.state_us_45,Garfield
base.county_us_1044,base.state_us_48,Garfield
base.county_us_1045,base.state_us_6,Garfield
base.county_us_1046,base.state_us_4,Garland
base.county_us_1047,base.state_us_18,Garrard
base.county_us_1048,base.state_us_33,Garrett
base.county_us_1049,base.state_us_31,Garvin
base.county_us_1050,base.state_us_44,Garza
base.county_us_1051,base.state_us_38,Gasconade
base.county_us_1052,base.state_us_28,Gaston
base.county_us_1053,base.state_us_28,Gates
base.county_us_1054,base.state_us_17,Geary
base.county_us_1055,base.state_us_30,Geauga
base.county_us_1056,base.state_us_13,Gem
base.county_us_1057,base.state_us_27,Genesee
base.county_us_1058,base.state_us_35,Genesee
base.county_us_1059,base.state_us_1,Geneva
base.county_us_1060,base.state_us_38,Gentry
base.county_us_1061,base.state_us_37,George
base.county_us_1062,base.state_us_41,Georgetown
base.county_us_1063,base.state_us_15,Gibson
base.county_us_1064,base.state_us_43,Gibson
base.county_us_1065,base.state_us_3,Gila
base.county_us_1066,base.state_us_10,Gilchrist
base.county_us_1067,base.state_us_43,Giles
base.county_us_1068,base.state_us_47,Giles
base.county_us_1069,base.state_us_44,Gillespie
base.county_us_1070,base.state_us_32,Gilliam
base.county_us_1071,base.state_us_11,Gilmer
base.county_us_1072,base.state_us_49,Gilmer
base.county_us_1073,base.state_us_6,Gilpin
base.county_us_1074,base.state_us_21,Glacier
base.county_us_1075,base.state_us_10,Glades
base.county_us_1076,base.state_us_35,Gladwin
base.county_us_1077,base.state_us_11,Glascock
base.county_us_1078,base.state_us_44,Glasscock
base.county_us_1079,base.state_us_5,Glenn
base.county_us_1080,base.state_us_25,Gloucester
base.county_us_1081,base.state_us_47,Gloucester
base.county_us_1082,base.state_us_11,Glynn
base.county_us_1083,base.state_us_35,Gogebic
base.county_us_1084,base.state_us_21,Golden Valley
base.county_us_1085,base.state_us_29,Golden Valley
base.county_us_1086,base.state_us_44,Goliad
base.county_us_1087,base.state_us_44,Gonzales
base.county_us_1088,base.state_us_47,Goochland
base.county_us_1089,base.state_us_36,Goodhue
base.county_us_1090,base.state_us_13,Gooding
base.county_us_1091,base.state_us_11,Gordon
base.county_us_1092,base.state_us_51,Goshen
base.county_us_1093,base.state_us_22,Gosper
base.county_us_1094,base.state_us_17,Gove
base.county_us_1095,base.state_us_11,Grady
base.county_us_1096,base.state_us_31,Grady
base.county_us_1097,base.state_us_24,Grafton
base.county_us_1098,base.state_us_17,Graham
base.county_us_1099,base.state_us_28,Graham
base.county_us_1100,base.state_us_3,Graham
base.county_us_1101,base.state_us_43,Grainger
base.county_us_1102,base.state_us_45,Grand
base.county_us_1103,base.state_us_6,Grand
base.county_us_1104,base.state_us_29,Grand Forks
base.county_us_1105,base.state_us_46,Grand Isle
base.county_us_1106,base.state_us_35,Grand Traverse
base.county_us_1107,base.state_us_21,Granite
base.county_us_1108,base.state_us_15,Grant
base.county_us_1109,base.state_us_17,Grant
base.county_us_1110,base.state_us_18,Grant
base.county_us_1111,base.state_us_22,Grant
base.county_us_1112,base.state_us_26,Grant
base.county_us_1113,base.state_us_29,Grant
base.county_us_1114,base.state_us_31,Grant
base.county_us_1115,base.state_us_32,Grant
base.county_us_1116,base.state_us_36,Grant
base.county_us_1117,base.state_us_4,Grant
base.county_us_1118,base.state_us_42,Grant
base.county_us_1119,base.state_us_48,Grant
base.county_us_1120,base.state_us_49,Grant
base.county_us_1121,base.state_us_50,Grant
base.county_us_1122,base.state_us_19,Grant Parish
base.county_us_1123,base.state_us_28,Granville
base.county_us_1124,base.state_us_35,Gratiot
base.county_us_1125,base.state_us_18,Graves
base.county_us_1126,base.state_us_17,Gray
base.county_us_1127,base.state_us_44,Gray
base.county_us_1128,base.state_us_48,Grays Harbor
base.county_us_1129,base.state_us_18,Grayson
base.county_us_1130,base.state_us_44,Grayson
base.county_us_1131,base.state_us_47,Grayson
base.county_us_1132,base.state_us_17,Greeley
base.county_us_1133,base.state_us_22,Greeley
base.county_us_1134,base.state_us_18,Green
base.county_us_1135,base.state_us_50,Green
base.county_us_1136,base.state_us_50,Green Lake
base.county_us_1137,base.state_us_49,Greenbrier
base.county_us_1138,base.state_us_1,Greene
base.county_us_1139,base.state_us_11,Greene
base.county_us_1140,base.state_us_14,Greene
base.county_us_1141,base.state_us_15,Greene
base.county_us_1142,base.state_us_16,Greene
base.county_us_1143,base.state_us_27,Greene
base.county_us_1144,base.state_us_28,Greene
base.county_us_1145,base.state_us_30,Greene
base.county_us_1146,base.state_us_37,Greene
base.county_us_1147,base.state_us_38,Greene
base.county_us_1148,base.state_us_39,Greene
base.county_us_1149,base.state_us_4,Greene
base.county_us_1150,base.state_us_43,Greene
base.county_us_1151,base.state_us_47,Greene
base.county_us_1152,base.state_us_3,Greenlee
base.county_us_1153,base.state_us_47,Greensville
base.county_us_1154,base.state_us_18,Greenup
base.county_us_1155,base.state_us_41,Greenville
base.county_us_1156,base.state_us_17,Greenwood
base.county_us_1157,base.state_us_41,Greenwood
base.county_us_1158,base.state_us_31,Greer
base.county_us_1159,base.state_us_44,Gregg
base.county_us_1160,base.state_us_42,Gregory
base.county_us_1161,base.state_us_37,Grenada
base.county_us_1162,base.state_us_29,Griggs
base.county_us_1163,base.state_us_44,Grimes
base.county_us_1164,base.state_us_14,Grundy
base.county_us_1165,base.state_us_16,Grundy
base.county_us_1166,base.state_us_38,Grundy
base.county_us_1167,base.state_us_43,Grundy
base.county_us_1168,base.state_us_26,Guadalupe
base.county_us_1169,base.state_us_44,Guadalupe
base.county_us_1170,base.state_us_39,Guánica Municipio
base.county_us_1171,base.state_us_39,Guayama Municipio
base.county_us_1172,base.state_us_39,Guayanilla Municipio
base.county_us_1173,base.state_us_39,Guaynabo Municipio
base.county_us_1174,base.state_us_30,Guernsey
base.county_us_1175,base.state_us_28,Guilford
base.county_us_1176,base.state_us_10,Gulf
base.county_us_1177,base.state_us_6,Gunnison
base.county_us_1178,base.state_us_39,Gurabo Municipio
base.county_us_1179,base.state_us_16,Guthrie
base.county_us_1180,base.state_us_11,Gwinnett
base.county_us_1181,base.state_us_42,Haakon
base.county_us_1182,base.state_us_11,Habersham
base.county_us_1183,base.state_us_2,Haines Borough
base.county_us_1184,base.state_us_1,Hale
base.county_us_1185,base.state_us_44,Hale
base.county_us_1186,base.state_us_28,Halifax
base.county_us_1187,base.state_us_47,Halifax
base.county_us_1188,base.state_us_11,Hall
base.county_us_1189,base.state_us_22,Hall
base.county_us_1190,base.state_us_44,Hall
base.county_us_1191,base.state_us_43,Hamblen
base.county_us_1192,base.state_us_10,Hamilton
base.county_us_1193,base.state_us_14,Hamilton
base.county_us_1194,base.state_us_15,Hamilton
base.county_us_1195,base.state_us_16,Hamilton
base.county_us_1196,base.state_us_17,Hamilton
base.county_us_1197,base.state_us_22,Hamilton
base.county_us_1198,base.state_us_27,Hamilton
base.county_us_1199,base.state_us_30,Hamilton
base.county_us_1200,base.state_us_43,Hamilton
base.county_us_1201,base.state_us_44,Hamilton
base.county_us_1202,base.state_us_42,Hamlin
base.county_us_1203,base.state_us_34,Hampden
base.county_us_1204,base.state_us_34,Hampshire
base.county_us_1205,base.state_us_49,Hampshire
base.county_us_1206,base.state_us_41,Hampton
base.county_us_1207,base.state_us_47,Hampton City
base.county_us_1208,base.state_us_11,Hancock
base.county_us_1209,base.state_us_14,Hancock
base.county_us_1210,base.state_us_15,Hancock
base.county_us_1211,base.state_us_16,Hancock
base.county_us_1212,base.state_us_18,Hancock
base.county_us_1213,base.state_us_20,Hancock
base.county_us_1214,base.state_us_30,Hancock
base.county_us_1215,base.state_us_37,Hancock
base.county_us_1216,base.state_us_43,Hancock
base.county_us_1217,base.state_us_49,Hancock
base.county_us_1218,base.state_us_42,Hand
base.county_us_1219,base.state_us_47,Hanover
base.county_us_1220,base.state_us_44,Hansford
base.county_us_1221,base.state_us_42,Hanson
base.county_us_1222,base.state_us_11,Haralson
base.county_us_1223,base.state_us_10,Hardee
base.county_us_1224,base.state_us_43,Hardeman
base.county_us_1225,base.state_us_44,Hardeman
base.county_us_1226,base.state_us_14,Hardin
base.county_us_1227,base.state_us_16,Hardin
base.county_us_1228,base.state_us_18,Hardin
base.county_us_1229,base.state_us_30,Hardin
base.county_us_1230,base.state_us_43,Hardin
base.county_us_1231,base.state_us_44,Hardin
base.county_us_1232,base.state_us_26,Harding
base.county_us_1233,base.state_us_42,Harding
base.county_us_1234,base.state_us_49,Hardy
base.county_us_1235,base.state_us_33,Harford
base.county_us_1236,base.state_us_18,Harlan
base.county_us_1237,base.state_us_22,Harlan
base.county_us_1238,base.state_us_31,Harmon
base.county_us_1239,base.state_us_28,Harnett
base.county_us_1240,base.state_us_32,Harney
base.county_us_1241,base.state_us_17,Harper
base.county_us_1242,base.state_us_31,Harper
base.county_us_1243,base.state_us_11,Harris
base.county_us_1244,base.state_us_44,Harris
base.county_us_1245,base.state_us_15,Harrison
base.county_us_1246,base.state_us_16,Harrison
base.county_us_1247,base.state_us_18,Harrison
base.county_us_1248,base.state_us_30,Harrison
base.county_us_1249,base.state_us_37,Harrison
base.county_us_1250,base.state_us_38,Harrison
base.county_us_1251,base.state_us_44,Harrison
base.county_us_1252,base.state_us_49,Harrison
base.county_us_1253,base.state_us_47,Harrisonburg City
base.county_us_1254,base.state_us_11,Hart
base.county_us_1255,base.state_us_18,Hart
base.county_us_1256,base.state_us_7,Hartford
base.county_us_1257,base.state_us_44,Hartley
base.county_us_1258,base.state_us_17,Harvey
base.county_us_1259,base.state_us_17,Haskell
base.county_us_1260,base.state_us_31,Haskell
base.county_us_1261,base.state_us_44,Haskell
base.county_us_1262,base.state_us_39,Hatillo Municipio
base.county_us_1263,base.state_us_12,Hawaii
base.county_us_1264,base.state_us_43,Hawkins
base.county_us_1265,base.state_us_22,Hayes
base.county_us_1266,base.state_us_44,Hays
base.county_us_1267,base.state_us_28,Haywood
base.county_us_1268,base.state_us_43,Haywood
base.county_us_1269,base.state_us_11,Heard
base.county_us_1270,base.state_us_44,Hemphill
base.county_us_1271,base.state_us_4,Hempstead
base.county_us_1272,base.state_us_14,Henderson
base.county_us_1273,base.state_us_18,Henderson
base.county_us_1274,base.state_us_28,Henderson
base.county_us_1275,base.state_us_43,Henderson
base.county_us_1276,base.state_us_44,Henderson
base.county_us_1277,base.state_us_15,Hendricks
base.county_us_1278,base.state_us_10,Hendry
base.county_us_1279,base.state_us_36,Hennepin
base.county_us_1280,base.state_us_47,Henrico
base.county_us_1281,base.state_us_1,Henry
base.county_us_1282,base.state_us_11,Henry
base.county_us_1283,base.state_us_14,Henry
base.county_us_1284,base.state_us_15,Henry
base.county_us_1285,base.state_us_16,Henry
base.county_us_1286,base.state_us_18,Henry
base.county_us_1287,base.state_us_30,Henry
base.county_us_1288,base.state_us_38,Henry
base.county_us_1289,base.state_us_43,Henry
base.county_us_1290,base.state_us_47,Henry
base.county_us_1291,base.state_us_27,Herkimer
base.county_us_1292,base.state_us_10,Hernando
base.county_us_1293,base.state_us_28,Hertford
base.county_us_1294,base.state_us_29,Hettinger
base.county_us_1295,base.state_us_18,Hickman
base.county_us_1296,base.state_us_43,Hickman
base.county_us_1297,base.state_us_38,Hickory
base.county_us_1298,base.state_us_26,Hidalgo
base.county_us_1299,base.state_us_44,Hidalgo
base.county_us_1300,base.state_us_30,Highland
